id;contextid;component;preferredbehaviour
20493;570;filter_embedquestion;interactive
20494;570;filter_embedquestion;interactive
20495;570;filter_embedquestion;interactive
20496;570;filter_embedquestion;interactive
20497;570;filter_embedquestion;interactive
20498;570;filter_embedquestion;interactive
20499;570;filter_embedquestion;interactive
20500;570;filter_embedquestion;interactive
20501;570;filter_embedquestion;interactive
20502;570;filter_embedquestion;interactive
20503;570;filter_embedquestion;interactive
20504;570;filter_embedquestion;interactive
20505;570;filter_embedquestion;interactive
20506;570;filter_embedquestion;interactive
20507;570;filter_embedquestion;interactive
20508;570;filter_embedquestion;interactive
20509;570;filter_embedquestion;interactive
20510;570;filter_embedquestion;interactive
20511;570;filter_embedquestion;interactive
20512;570;filter_embedquestion;interactive
20513;570;filter_embedquestion;interactive
20514;570;filter_embedquestion;interactive
20515;570;filter_embedquestion;interactive
20516;570;filter_embedquestion;interactive
20517;570;filter_embedquestion;interactive
20518;570;filter_embedquestion;interactive
20519;570;filter_embedquestion;interactive
20520;570;filter_embedquestion;interactive
20521;570;filter_embedquestion;interactive
20522;570;filter_embedquestion;interactive
20523;570;filter_embedquestion;interactive
20524;570;filter_embedquestion;interactive
20525;570;filter_embedquestion;interactive
20526;55;mod_quiz;deferredfeedback
20527;5;filter_embedquestion;interactive
20528;5;filter_embedquestion;interactive
20529;5;filter_embedquestion;interactive
20530;5;filter_embedquestion;interactive
20531;5;filter_embedquestion;interactive
20532;5;filter_embedquestion;interactive
20533;5;filter_embedquestion;interactive
20534;5;filter_embedquestion;interactive
20535;5;filter_embedquestion;interactive
20536;5;filter_embedquestion;interactive
20537;5;filter_embedquestion;interactive
20538;5;filter_embedquestion;interactive
20539;5;filter_embedquestion;interactive
20540;5;filter_embedquestion;interactive
20541;5;filter_embedquestion;interactive
20542;5;filter_embedquestion;interactive
20543;5;filter_embedquestion;interactive
20544;5;filter_embedquestion;interactive
20545;5;filter_embedquestion;interactive
20546;5;filter_embedquestion;interactive
20547;5;filter_embedquestion;interactive
20548;5;filter_embedquestion;interactive
20549;5;filter_embedquestion;interactive
20550;5;filter_embedquestion;interactive
20551;5;filter_embedquestion;interactive
20552;5;filter_embedquestion;interactive
20553;5;filter_embedquestion;interactive
20554;5;filter_embedquestion;interactive
20555;5;filter_embedquestion;interactive
20556;5;filter_embedquestion;interactive
20557;5;filter_embedquestion;interactive
20558;5;filter_embedquestion;interactive
20559;5;filter_embedquestion;interactive
20560;5;filter_embedquestion;interactive
20561;5;filter_embedquestion;interactive
20562;5;filter_embedquestion;interactive
20563;5;filter_embedquestion;interactive
20564;5;filter_embedquestion;interactive
20565;5;filter_embedquestion;interactive
20566;5;filter_embedquestion;interactive
20567;41;mod_quiz;deferredfeedback
20568;571;filter_embedquestion;interactive
20569;571;filter_embedquestion;interactive
20570;571;filter_embedquestion;interactive
20571;571;filter_embedquestion;interactive
20572;571;filter_embedquestion;interactive
20573;571;filter_embedquestion;interactive
20574;571;filter_embedquestion;interactive
20575;571;filter_embedquestion;interactive
20576;571;filter_embedquestion;interactive
20577;571;filter_embedquestion;interactive
20578;571;filter_embedquestion;interactive
20579;571;filter_embedquestion;interactive
20580;571;filter_embedquestion;interactive
20581;571;filter_embedquestion;interactive
20582;571;filter_embedquestion;interactive
20583;571;filter_embedquestion;interactive
20584;571;filter_embedquestion;interactive
20585;571;filter_embedquestion;interactive
20586;571;filter_embedquestion;interactive
20587;571;filter_embedquestion;interactive
20588;571;filter_embedquestion;interactive
20589;571;filter_embedquestion;interactive
20590;571;filter_embedquestion;interactive
20591;571;filter_embedquestion;interactive
20592;571;filter_embedquestion;interactive
20593;571;filter_embedquestion;interactive
20594;571;filter_embedquestion;interactive
20595;571;filter_embedquestion;interactive
20596;571;filter_embedquestion;interactive
20597;571;filter_embedquestion;interactive
20598;571;filter_embedquestion;interactive
20599;571;filter_embedquestion;interactive
20600;571;filter_embedquestion;interactive
20601;571;filter_embedquestion;interactive
20602;571;filter_embedquestion;interactive
20603;571;filter_embedquestion;interactive
20604;571;filter_embedquestion;interactive
20605;571;filter_embedquestion;interactive
20606;571;filter_embedquestion;interactive
20607;571;filter_embedquestion;interactive
20608;571;filter_embedquestion;interactive
20609;571;filter_embedquestion;interactive
20610;571;filter_embedquestion;interactive
20611;571;filter_embedquestion;interactive
20612;571;filter_embedquestion;interactive
20613;571;filter_embedquestion;interactive
20614;571;filter_embedquestion;interactive
20615;571;filter_embedquestion;interactive
20616;571;filter_embedquestion;interactive
20617;571;filter_embedquestion;interactive
20618;571;filter_embedquestion;interactive
20619;55;mod_quiz;deferredfeedback
20620;5;core_question_preview;deferredfeedback
